Location,Indicator,Period,First Tooltip
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,41.1 [33.7-48.8]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,42.4 [35.1-50.0]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,43.4 [36.0-51.0]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,44.5 [36.9-52.4]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,45.7 [37.9-53.7]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,46.7 [38.9-54.8]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,47.5 [39.5-55.5]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,48.1 [40.1-56.3]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,48.6 [40.7-56.6]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,48.8 [40.9-56.8]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,48.9 [41.0-57.2]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,48.8 [40.7-57.6]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,48.6 [40.2-58.1]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,48.4 [39.3-58.6]
Ghana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,48.4 [38.3-59.7]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,14.9 [6.6-33.4]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,14.6 [6.7-32.5]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,14.2 [6.8-32.1]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,13.8 [6.8-31.3]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,13.5 [6.8-30.1]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,13.2 [6.7-30.0]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,12.9 [6.7-29.2]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,12.7 [6.6-28.8]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,12.5 [6.5-28.5]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,12.4 [6.5-28.2]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,12.3 [6.4-28.2]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,12.3 [6.4-28.6]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,12.3 [6.3-28.6]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,12.3 [6.3-28.6]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,12.4 [6.3-28.3]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,12.3 [6.3-28.2]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,12.3 [6.3-28.3]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,12.4 [6.2-28.8]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,12.6 [6.2-29.6]
Greece,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,12.8 [6.3-30.2]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,19.0 [7.4-39.8]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,18.8 [7.6-38.8]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,18.7 [8.0-38.2]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,18.6 [8.2-37.9]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,18.5 [8.3-37.0]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,18.5 [8.4-36.7]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,18.6 [8.5-36.5]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,18.7 [8.6-36.2]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,19.0 [8.7-36.7]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,19.4 [8.9-37.0]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,19.6 [9.0-37.2]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,20.0 [9.0-37.9]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,20.5 [9.6-38.4]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,21.0 [9.8-39.1]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,21.4 [10.0-39.6]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,22.0 [10.3-40.2]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,22.4 [10.3-40.7]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,23.2 [10.5-41.5]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,23.8 [11.0-42.3]
Grenada,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,24.5 [11.2-43.3]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,7.0 [4.9-10.2]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,7.3 [5.3-10.0]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,7.6 [5.6-10.1]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,8.0 [6.1-10.3]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,8.5 [6.6-10.9]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,9.1 [7.1-11.6]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,9.8 [7.6-12.4]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,10.6 [8.2-13.5]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,11.5 [8.8-14.9]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,12.5 [9.5-16.2]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,13.5 [10.2-17.6]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,14.5 [10.9-18.9]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,15.5 [11.5-20.2]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,16.4 [12.2-21.2]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,17.2 [12.8-22.5]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,18.2 [13.5-23.8]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,19.0 [14.1-25.2]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,19.8 [14.6-26.5]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,20.8 [15.2-28.2]
Guatemala,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,22.0 [15.8-30.5]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,47.5 [37.1-58.3]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,47.9 [38.5-57.6]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,48.4 [40.1-57.3]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,48.9 [41.2-57.3]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,49.4 [42.0-57.4]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,49.8 [42.6-57.5]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,50.1 [43.1-57.7]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,50.3 [43.5-57.9]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,50.6 [43.9-58.2]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,50.8 [44.1-58.4]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,51.1 [44.3-58.7]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,51.4 [44.6-58.9]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,51.7 [44.8-59.0]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,51.8 [45.1-59.0]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,51.9 [45.3-58.9]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,51.9 [45.2-58.9]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,51.9 [45.2-58.9]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,51.8 [44.8-59.0]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,51.7 [44.3-59.4]
Guinea,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,51.6 [43.6-59.8]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,47.7 [24.8-71.3]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,47.9 [25.7-71.0]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,48.1 [26.7-70.1]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,48.4 [27.6-70.0]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,48.6 [28.6-69.9]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,48.9 [29.0-69.8]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,49.1 [29.7-69.8]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,49.4 [30.2-70.3]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,49.8 [30.7-70.3]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,50.2 [30.8-70.5]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,50.7 [31.5-70.5]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,51.2 [32.2-70.5]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,51.7 [32.8-71.0]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,52.0 [33.4-71.2]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,52.3 [33.5-71.7]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,52.6 [33.7-71.8]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,52.8 [33.8-72.0]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,53.0 [33.9-72.1]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,53.2 [33.9-72.5]
Guinea-Bissau,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,53.5 [33.8-72.6]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,31.6 [17.1-49.3]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,31.7 [18.0-48.0]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,31.9 [19.2-46.3]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,32.2 [20.5-45.4]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,32.6 [21.8-44.8]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,33.2 [23.2-44.9]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,33.8 [24.2-44.9]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,34.4 [25.2-44.8]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,35.2 [26.4-45.2]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,36.0 [27.4-45.8]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,37.0 [28.4-46.6]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,38.0 [29.3-47.8]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,38.8 [30.1-48.4]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,39.6 [30.6-49.1]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,40.5 [31.2-50.3]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,41.3 [31.7-50.9]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,41.8 [32.1-51.7]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,42.4 [32.5-52.4]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,43.4 [33.1-53.5]
Guyana,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,44.5 [33.9-54.7]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,47.6 [37.7-57.8]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,47.5 [38.8-56.4]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,47.4 [39.3-55.4]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,47.3 [40.0-54.6]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,47.2 [40.1-54.0]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,47.2 [40.2-53.8]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,47.3 [40.4-54.0]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,47.4 [40.7-54.4]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,47.7 [40.9-54.5]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,48.0 [41.3-54.9]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,48.5 [41.5-55.5]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,49.0 [42.1-56.2]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,49.6 [42.7-56.8]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,50.1 [43.3-57.2]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,50.6 [43.7-57.7]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,51.2 [44.2-58.3]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,51.8 [44.7-58.8]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,52.4 [45.2-59.4]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,53.1 [45.7-60.2]
Haiti,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,53.8 [46.1-61.3]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,17.8 [10.1-29.4]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,17.4 [10.6-27.1]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,17.1 [11.1-25.4]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,16.8 [11.4-24.0]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,16.6 [11.7-22.8]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,16.4 [12.1-21.8]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,16.3 [12.4-21.3]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,16.3 [12.5-20.9]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,16.4 [12.7-20.8]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,16.5 [12.9-20.8]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,16.7 [13.1-20.9]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,17.0 [13.3-21.1]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,17.3 [13.6-21.6]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,17.6 [13.9-21.9]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,18.0 [14.2-22.5]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,18.5 [14.6-23.1]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,19.0 [14.9-23.9]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,19.6 [15.4-24.6]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,20.3 [15.9-25.5]
Honduras,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,21.1 [16.5-26.7]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,19.6 [7.7-38.6]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,19.4 [8.0-37.8]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,19.4 [8.2-37.8]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,19.5 [8.5-37.6]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,19.5 [8.8-37.3]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,19.5 [8.8-36.7]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,19.6 [8.9-36.6]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,19.5 [9.0-36.5]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,19.5 [9.0-36.7]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,19.4 [8.9-36.9]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,19.2 [8.8-36.8]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,19.1 [8.8-37.0]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,19.1 [8.6-37.1]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,18.9 [8.5-37.2]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,18.8 [8.4-37.0]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,18.7 [8.3-37.3]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,18.7 [8.2-37.1]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,18.7 [8.1-36.9]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,18.9 [8.3-37.9]
Hungary,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,19.2 [8.3-38.3]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,10.1 [5.2-24.8]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,9.9 [5.3-23.8]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,9.7 [5.3-22.1]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,9.5 [5.4-21.9]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,9.4 [5.4-21.3]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,9.3 [5.4-20.8]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,9.3 [5.4-20.1]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,9.2 [5.4-20.0]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,9.1 [5.4-19.9]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,9.1 [5.3-19.8]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,9.1 [5.3-19.6]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,9.1 [5.3-20.0]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,9.2 [5.3-19.8]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,9.2 [5.3-20.0]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,9.2 [5.2-20.5]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,9.3 [5.2-20.6]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,9.4 [5.3-21.2]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,9.5 [5.2-21.5]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,9.7 [5.3-21.5]
Iceland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,9.9 [5.3-22.1]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,53.1 [43.5-62.1]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,53.0 [44.3-61.1]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,52.9 [45.0-60.5]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,52.8 [45.4-60.1]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,52.8 [45.5-59.9]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,53.0 [45.5-60.2]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,53.1 [45.5-60.6]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,53.3 [45.7-61.0]
India,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,53.5 [45.6-61.5]
